Page,Line,Phrase,Keyword,"Keyword Translation","Target Text","Target Modern","Target English","Target Comments","Gloss Text","Gloss English","Gloss Comments","Modern Speech","Modern Speech Comments","Audio Clip Name","Audio Start Time","Audio End Time","Video Clip Name","Video Start Time","Video End Time","Image Name",Speakers,Dialects,Semantics,Syntaxes,Stems,"Cognate Comments","Cognate Form","Cognate Translations","Cognate Sources","Cognate Languages"
2,1,2,,,"cata t8kie c8ca",,,,"peut estre […]","maybe, perhaps",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,2,1,,,Nit8kimig8si8a,,,,"il ne m'a point querelé.","he did not argue with me at all, did not pick a fight with me at all",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,2,2,,,T8kiecapicac[…]chin[…],,,,,,,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,3,1,,,Nit8kina,,,,"je le touche.","I touch him",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,3,2,,,Nit8kinan,,,,"je le touche.","I touch it",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,3,3,,,Nit8kiecapikichima[…],,,,,,,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,4,1,,,Nit8kin8i,,,,"je me touche","I touch myself",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,4,2,,,nit8kinass8i,,,,"je me touche","I touch myself",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,5,1,,,Nit8kikina,,,,"je luy touche a la teste","I touch him/her on the head",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,6,1,,,Nit8kinama8a,,,,"je touche ce qui est a luy, ou pour luy.","I touch what is his, or for him",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,7,1,,,Nit8king8ena,,,,"je le touche au visage","I touch him on the face",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,7,2,,,T8king8em8isig8a,,,,"qui fait rire sans rire luy […]","(one) who makes people laugh without laughing himself",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,8,1,,,t8king8episi8a,,,,"il est modeste, ne fait pas semblant","he is modest, does not pretend",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,9,1,,,Nit8kinekip8a,,,,"je luy baise la main","I kiss him/her on the hand",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,10,1,,,Nit8kingamihan,,,,"je remüe l'eau avec instrument","I move the water with a tool",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,10,2,,,T8kingaminan,,,,,,,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,10,3,,,t8kingamica[…],,,,,,,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,11,1,,,t8king8episi8a,,,,"modeste, il ne fait pas semblant de","modest, he does not pretend to",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,12,1,,,T8ki8i,,,,doucement,"softly, quietly",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,13,1,,,t8ki8nghi,,,,"au pied de la montagne, du fossé, dans un lieu bas","at the foot of a mountain, of a pit, in a low place",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,14,1,,,Nit8kipec8anep8a,,,,"je luy baise le costé la poitrine.","I kiss him/her on the side, on the breast",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,14,2,,,Nit8kipenat8??,,,"the end of the word is faint and hard to read. there is also an alternate(?) ending written above, also faint and hard to read - maybe akis8
 -Carole Katz
 akis8 looks correct. what's that ""Z"" looking thing between the two 8. Haven't we seen that before?
 -Michael McCafferty
 I've added a new entry with the alternate ending. I don't know what that is. It looks like a 3 to me. And not completely convinced that the symbol following it is an 8. Could it be etc.? Mysterious!
 -Carole Katz
 This is bugging me. I'm looking again. Could the mystery symbol possibly be an s? …8s8
 -Carole Katz
 It's amazing how involved Largillier's translations are.
 -Michael McCafferty //","je n en […]","I...not? only? some...",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,15,1,,,Nit8kiring8ena,,,,"je luy touche l'aiselle.","I touch his armpit",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,16,1,,,Nit8kit8nec8ntera,,,,"je luy fais baiser, toucher a la bouche","I give him/her a kiss, touch on the mouth",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,17,1,,,Nit8kit8nec8ra,,,,id.,"[Lat., same] (I give him/her a kiss, touch on the mouth)",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,18,1,,,Nit8kit8nec8ntess8i,,,,"je baise q̅q̅ chose","I kiss something",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,19,1,,,Nit8kit8nep8a,,,,"je le baise au visage","I kiss him on the face",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,20,1,,,t8kit8nep8titchiki,,,,"ils s'entre baisent","they kiss each other",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,21,1,,,Nit8kipenat8s8,,,,"je n y ay pas mesme touché","I did not even touch it",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,21,2,,,nit8kipenatakis8,,,,"je n y ay pas mesme touché","I did not even touch it",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,22,1,,,T8kiran8i,,,,"il pleut un peu","it is raining a little",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,23,1,,,nit8kira8e,,,,"je fais un petit feu.","I make a small fire",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,24,1,,,t8kire8i,,,,"petit feu, petite flamme","small fire, little flame",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,24,2,,,t8kireki,,,,"petit feu, petite flamme","small fire, little flame",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,25,1,,,t8kir8kic8rakikie,,,,"cave ne te abtatur. p̅p̅rie qu il ne te touche pas","[Lat., Beware that he/she not debase you; properly: that he not touch you]",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,26,1,,,Kit8kir8kicag8a,,,,"il t a toucher [sic]. it impprie at freq. il a abuse de toy","he touched you. [Lat., same, improperly but frequently] he has taken advantage of you",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,27,1,,,t8kir8kica8icane,,,,"ne me touche pas","Don't touch me!",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,27,2,,,Nit8kissa,,,,"je tombe doucement","I fall gently",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,28,1,,,"t8kissata 8abig8na",,,,"il neige un peu","it is snowing a little",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,28,2,,,Nit8kitehina,,,,"je luy touche au ventre","I touch his/her stomach",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,29,1,,,Nit8kis8ra,,,,"vide nit8kic8ra, melius.","[Lat., see] ""nit8kic8ra,"" [Lat., better]",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,29,2,,,"T8kitchiani kichin8i",,,,"j ay mal a …","My [body part] hurts",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,30,1,,,t8kitchi8a,,,,"sac vuide. it. ventre vuide, affame","empty bag. [Lat., also] empty stomach, starving",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,31,1,,,t8kitcheminta,,,,"persuadé enfin","finally persuaded",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,32,1,,,"t8kitchescag8ba akiesc8eganemi",,,"first word hard to read
 -Carole Katz //","il resent les remords de sa conscience","he is suffering the remorse of his conscience",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,33,1,,,t8kitchesi8a,,,,"il n est point touché de","he is not at touched by",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,34,1,,,"[…]cakiki kiesc8egane",,,,"les pechés troublent, inquietent, previennent sur la conscience","sins trouble, worry, call into question upon the conscience",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
2,35,1,,,[…]t8ne,,,,"osculor. quasi os tango.","[Lat., I am kissing like touching the mouth]",,,,.mp3,,,.mp4,,,largillier_2.jpg,,,,,,,,,,
3,1,1,,,"[…]an, […]a",,,"Masthay has more for these first few lines. Don't know if he actually had more to work with which has since crumbled, or if he was guessing. I'm just entering what I can see.
 -Carole Katz //",chercher,"to look for",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,2,1,,,[…],,,,"[…]er[…] […]nt la nuit","[look for]....[dur]ing the night",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,3,1,,,[…]a,,,,"nous le cherchons pendant le jour.","we look for him during the day",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,4,1,,,[…],,,,"toujours ouvert.","always open",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,4,2,,,Nit8nghireg8nte8em8i,,,,"je crie de t̅t̅es mes forces","I cry out with all my might",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,4,3,,,Nit8nghireg8nte8enaki8a,,,,"je chante de t̅t̅es mes forces","I sing with all my might",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,5,1,,,[…],,,,"[…] grand trou ouvert.","big open hole",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,5,2,,,T8nghichinanto,,,,"ouvre le sac.","Open the bag!",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,6,1,,,[…]8,,,,"j ay laissé ouvert n'ayant pas eu soin de fermer","I left (it) open, not having taken care to close (it)",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,7,1,,,[…]anesatchiki,,,,"ils etendent leurs ailes en volant, debout, co…","they stretch their wings while flying, standing, running",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,7,2,,,t8nghiring8anegab8aki,,,,"ils etendent leurs ailes en volant, debout, co…","they stretch their wings while flying, standing, running",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,7,3,,,t8nghiring8anechinghiki,,,,"ils etendent leurs ailes en volant, debout, co…","they stretch their wings while flying, standing, running",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,7,4,,,T8nghi[…]iki,,,"this word continues from line 7 to line 8. not absolutely sure these two parts are front and back of the same word.
 -Carole Katz //","ils etendent leurs ailes en volant, debout, co…","they stretch their wings while flying, standing, running",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,8,1,,,t8nghiring8anghiki,,,,"ils etendent leurs ailes en volant, debout, co…","they stretch their wings while flying, standing, running",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,9,1,,,[…],,,,"ma bouche, les levres le tour de la bouche.","my mouth, the lips, around the mouth",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,9,2,,,at8ni,,,,sa.,"his/her (mouth)",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,9,3,,,at8nima8i,,,,"la bouche","the mouth",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,10,1,,,[…]kississet8ne,,,,"je me lave la bouche","I wash my mouth",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,11,1,,,[…]pit8ne,,,,"je ne dis mot, je ferme la bouche.","I do not say a word, I close my mouth",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,11,2,,,kipetan8a,,,,3a.,"third person (he/she does not say a word, he/she closes his/her mouth)",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,12,1,,,Nit8ntane,,,,"mon talon.","my heel",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,12,2,,,at8ntane,,,,son.,"his/her (heel)",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,12,3,,,atat8ntanima8i,,,,"le talon.","the heel",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,13,1,,,t8nt8a,toontwa,bullfrog,"See Birds!!!!???? //","vide volat.","[Lat. see 'birds']",,toontwa,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,14,1,,,Nit8paba8e,,,,"je suis lavé, je suis net","I am washed, I am clean",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,15,1,,,t8[…],,,"there is something in the margin - R?
 -Carole Katz //","marque venir a bout","indicates to finish, to bring to a close",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,16,1,,,[…]chis8ca,,,,"je ne pourois porter ce fardeau","I would not be able to carry that load",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,17,1,,,"[…] nit8pah8a",,,,"j en viens a bout soit a buscher, a fraper, a tuer, au jeu","I am finally done with it, be it cutting down trees, hitting, killing, (doing something) in a game, at play",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,18,1,,,[…]ki,,,,"id. ou je gagne.","[Lat., same] or I win",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,18,2,,,t8pah8a8at8,,,"type hecare
 ----
 can't tell from the orthography whether this is ""or"" or ""where""
 -Michael McCafferty //","on n'a pu le fraper","people did not succeed in striking him",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,19,1,,,[…]pahekis8,,,,"je ne puis travailler piocher, piler, ouvrage ou l on leve le bras","I cannot work, dig, grind, work where one raises one's arm",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,20,1,,,[…]rakichimasi8a8a,,,,"on n'en peut venir a bout, il est toujours dans la mesme pensee, resoluo̅n quelque chose qu on luy dise. bustor, grossier, teste dure","one cannot finish it, he is always thinking the same thing, resolution, something that people might say to him. stupid person, rude, impolite, clumsy, hard headed",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,22,1,,,[…]g8ei8sseïani,,,,"ma respira̅o̅n se gele comme un frimat attache a ma robe","my breathing freezes like freezing fog, (it) sticks to my robe...my mouth",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,23,1,,,,,,"Masthay has this as the continuation of the previous entry.
 -Carole Katz
 makes sense
 -Michael McCafferty //",,,,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,23,2,,,Nit8pang8e,,,,"id. sans marcher","[Lat., same] without walking",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,24,1,,,[…],,,,"je ne craint point le froid.","I do not fear the cold at all",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,25,1,,,[…]kisi8a,,,,"pas bon jongleur, il ne peut faire mourir","not a good shaman, he cannot make (people) die",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,26,1,,,Nit8peri,,,,"j en viens a bout ouvrage, entreprise","I am finally done with the work, the undertaking",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,26,2,,,t8per8a,,,,,,,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,26,3,,,t8peri8a,,,,,,,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,27,1,,,Nit8pica8as8,,,,"je ne luy ay point fait de mal le touchant du pied. il ne m a rien donné lorsque j ay esté le voir.","I did not hurt him at all in touching him with my foot. he gave me nothing when I went to see him",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,28,1,,,Nit8perichih8g8a,,,,"il n'aura pas de peine a me cha[…], je sortiray d abord qu il me le di[…]","he will have no problem in (punishing?) me; I will get out as soon as he tells me",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,28,2,,,Nit8perichih8a,,,"not at all sure about this. looks like an alternate ending and definition added later. this and je sortiray... above both squeezed in, and can't tell how they fit exactly. this is my best guess.
 -Carole Katz //","d abord que je luy dis de s en aller […]","as soon as I tell him/her to leave",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,29,1,,,Nit8picag8s8,,,,"on n a pu venir a bout de moy.","people did not succeed in finishing me off",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,29,2,,,"Nit8picag8 makiski8i",,,,"m a bien fait","(the medicine) did me good",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,30,1,,,Nit8pichans8,,,,"je ne puis venir a bout de le couper","I cannot finally be done with cutting it, I cannot master cutting it, I cannot reach my objective with respect to cutting it",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,31,1,,,Nit8pich8a,,,,"nob. je l ay coupé","animate gender-- I cut him",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
3,31,2,,,Nit8pichakis8,,,,"je ne puis couper avec ce couteau","I cannot cut with that/this knife",,,,.mp3,,,.mp4,,,largillier_3.jpg,,,,,,,,,,
