Page,Line,Phrase,Keyword,"Keyword Translation","Target Text","Target Modern","Target English","Target Comments","Gloss Text","Gloss English","Gloss Comments","Modern Speech","Modern Speech Comments","Audio Clip Name","Audio Start Time","Audio End Time","Video Clip Name","Video Start Time","Video End Time","Image Name",Speakers,Dialects,Semantics,Syntaxes,Stems,"Cognate Comments","Cognate Form","Cognate Translations","Cognate Sources","Cognate Languages"
13,30,1,aages,ages,mikisk8a,,,,"une vielle","an old woman",,,,.mp3,,,.mp4,,,Pinet013.jpg,,,,,,,,,,
13,31,1,aages,ages,"nakani mitem8ssa",,,,"une femme desia âgée","an already elderly woman",,,,.mp3,,,.mp4,,,Pinet013.jpg,,,,,,,,,,
13,31,2,aages,ages,"nakani ireni8a",,,,ho[mm]e,"(an already elderly) man",,,,.mp3,,,.mp4,,,Pinet013.jpg,,,,,,,,,,
13,32,1,aages,ages,mitem8ssa,,,,"une femme entre 2. âges","a middle-aged woman",,,,.mp3,,,.mp4,,,Pinet013.jpg,,,,,,,,,,
13,33,1,aages,ages,ak8essa,,,,"une jeune femme","a young woman",,,,.mp3,,,.mp4,,,Pinet013.jpg,,,,,,,,,,
13,34,1,aages,ages,ak8essensa,,,,"une fille nubile","a marriageable girl",,,,.mp3,,,.mp4,,,Pinet013.jpg,,,,,,,,,,
14,1,1,aages,ages,ac8aniss8a,ahkwaniswa,"young girl, little girl",,"une jeune fille","a young girl",,ahkwaniswa,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,"ahkwanisw- | Young girl | n.an | ",,,,,
14,2,1,aages,age,ak8aniss8nsa,,,,"petitte fille","little girl",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,3,1,"a bout",end,,,,,,,,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,4,1,"a bout",end,"nit8pinat8n. ni",,,,"je vient a bout de cela seu je le leve","I finally come to the end of that, I overcome that [Lat., or] I raise it up",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,6,1,"a bout",end,"nit8peri. nit8p8e. nit8pahan. nitaca8e. nitar8e. nitar8han.",,,,"je suis venu a bout de ceq je demendois v.e. j ay parlé aux ho̅es etc....","I came to the end of what I was asking. [Lat., or it is] I spoke to the men, etc.",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,9,1,"a bout",end,nit8pinat8nt8ka,,,,"je n'en viendrois pas a bout seu il ne scauroit lever cela","I would not finally come to the end of it [Lat., or] he would not know how to raise that",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,11,1,"a bout",end,nitaca8atan.,,,,"je ne puis pas venir a bout de. p̅p̅re pourtant.","I cannot come to the end of ...[Lat., properly] however",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,12,1,"a bout",end,nit8pinarig8s8,,,,"je ne puis pas venir a bout de. p̅p̅re pourtant.","I cannot come to the end of ...[Lat., properly] however",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,13,1,"a bout",end,nitaca8ara.,,,,"je ne puis p. venir a bout de cet ho̅e seu je le craint.","I cannot overcome that man [Lat., or] I fear him",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,13,2,"a bout",end,nitaca8e,,,,"je ne puis p. venir a bout de cet ho̅e seu je le craint.","I cannot overcome that man [Lat., or] I fear him",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,15,1,abandonner,abandon,nipakira,,,,"je le...","I (abandon) him",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,16,1,abandonner,abandon,eïa8apita,,,,"abandonné laissé sans occupa̅o̅n, besaneres estant occupes","abandoned, left without an activity to do, tanners being busy",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,17,1,abandonner,abandon,"tchec8icaneg8hi atanari. a8i8ari",,,,abandonné,abandoned,,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,18,1,abandonner,abandon,nipakitan,,,,"j abandonne mon cors seu je ne me soucie pas de moy mesme","I abandon my body [Lat., or] I do not worry about myself",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,18,2,abandonner,abandon,"nipakiterindan nihia8i",,,,"j abandonne mon cors seu je ne me soucie pas de moy mesme","I abandon my body, do not worry about myself",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,20,1,abandonner,abandon,arikissi8i8cane,,,,"je t abandonne demeure la co̅e une personne donc je ne fais nul cas","I abandon you. Continue to be there like a person, thus I am not the least bit interested",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,22,1,abandonner,abandon,nipakiterima,,,,"je l abandonne de pensée","I abandon him from my thoughts",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,22,2,abandonner,abandon,nip8nerima,,,,"je l abandonne de pensée","I abandon him from my thoughts",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,23,1,abbatre,"beat down, knock down","--K.8. chag8siani-- K.8. chek8siani",,,,"d ou vient q: tu paroist abbatu triste","How come you appear beaten down, sad?",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,24,1,abbatre,"beat down, knock down","nipinena ",,,,"je le … auc̅ v.c. suspensu....","I (knock) him (down)...someone [Lat., word by situation [Lat., hung, suspended]",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,25,1,abbatre,"beat down, knock down","nipinakara nimasapi acarapenakita",,,,"je l'abbas ...X ... v.c.","I knock down, I fell [Lat. word by situation]",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,26,1,abbatre,"beat down, knock down",ninepinan,,,,"j'abbas cela v.c. ce sacrif.","I slaughter [Lat., word by situation] this sacrifice",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,26,2,abbatre,"beat down, knock down",nipinenan,,,,"j'abbas cela v.c. ce sacrif. potius","[Lat., instead] I slaughter [Lat., word by situation] this sacrifice",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,27,1,abbatre,"beat down, knock down",nipakitetehe,,,,"j ay le coeur abbatu triste jusqu'a mourir","I have a beaten down heart, sad to the point of death",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,27,2,abbatre,"beat down, knock down","3a. utrusque pinenam8",,,,"
","3rd person [Lat., both] ",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,29,1,abbatre,"beat down, knock down",nipakitenans8i,,,,"de travail","(beaten down) by work",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,29,2,abbatre,"beat down, knock down",nigai8nan,,,,,,,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,29,3,abbatre,"beat down, knock down",ninissinan,,,,,,,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,30,1,abbatre,"beat down, knock down",nipakitessi,,,,"de sueur","(broken down) with sweat",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,30,2,abbatre,"beat down, knock down",nitaïc8ssi,,,,"de sueur","(broken down) with sweat",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,31,1,abbatre,"beat down, knock down",nissahanto,,,,"abbas cela","Slaughter that! Knock that down! Fell that!",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,32,1,abbatre,"beat down, knock down",pinenanto,,,,"abbas cela","Slaughter that! Knock that down! Fell that!",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,32,2,abbatre,"beat down, knock down",nissinanto,,,,"abbas cela","Slaughter that! Knock that down! Fell that!",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,33,1,abbatre,"beat down, knock down",nika8issei8n,,,,"j abbas un arbre","I fell a tree",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,33,2,abbatre,"beat down, knock down",nike8ahari,,,,"j abbas un arbre","I fell a tree (trans. note: written by Jacques Largillier)",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,34,1,abbatre,"beat down, knock down",ninepahan,,,,"j abbas un arbre","I fell a tree (trans. note: written by Jacques Largillier)",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,34,2,abbatre,"beat down, knock down",kie8ahangha,,,,"j abbas un arbre","I fell a tree",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,35,1,abces,abcess,p8p8careri8ni,,,,"crevé ","punctured (abcess)",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,36,1,abces,abcess,nip8p8careri,,,,"j en ay un","I have one of them (abcess)",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,36,2,abces,abcess,[p8p8careri]ta,,,,il,"he (has one of them) (abcess)",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,37,1,abces,abcess,"minsahaki tchatchin8kita",,,,"il en est tout couvert","he is entirely covered with them (abcesses)",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,38,1,abces,abcess,nip8kinemi,,,,"mon abces est crevé","my abcess is punctured",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,38,2,abces,abcess,[p8kine]mi8a,,,,3a.,"third person (his/her abcess is punctured)",,,,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
14,39,1,abces,abcess,"p8kica8i miri",,"poohkihkaawi mili",,,"(punctured abcess with pus)",,"poohkihkaawi mili",,.mp3,,,.mp4,,,Pinet014.jpg,,,,,,,,,,
15,1,1,abeille,bee,ama8e8a,,,,abeille,bee,,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,2,1,abeille,bee,"ama8e8a a8iki",,,,ruche,beehive,,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,3,1,[aboyer],"bark (v.)","arem8 maghire8a",,,,l'aboie,"(the dog) barks at him/her",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,3,2,[aboyer],"bark (v.)",maghichi8e8a,,,,L'abboie,"(he/she) barks ",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,4,1,[aboyer],"bark (v.)",nimaghirig8a,,"he barks at me",,"Le chien aboye apres moy","the dog is barking at me",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,5,1,abbreger,shorten,"techi nitaïa v.",,,,"J'abbrege le chemin seu je prens un chemin plus court","I shorten the road [Lat., or] take a short cut",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,5,2,abbreger,shorten,niïa,,,,"J'abbrege le chemin seu je prens un chemin plus court","I shorten the road [Lat., or] take a short cut",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,5,3,abbreger,shorten,aie8a,,,,3,"he/she shortens the road for him/herself [Lat., or] he/she takes a short cut",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,6,1,abbreger,shorten,,,,,"et non pas ""nitaia techi"" ...X.... n̅ j y vais seulement","and not ""nitaia techi"" [Latin?] [Lat., not] I go there only",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,8,1,abbreger,shorten,nipekigana8e,,,,,,,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,8,2,abbreger,shorten,[pekigana]8e8a,,,,3a.,"third person (shorten)",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,9,1,abbreger,shorten,"techi iata8i","teeši ayaataawi","let's take the short cut!",,"abregeons le chemin v. prenons le bon ch.","Let's shorten the path [Lat., or] let's take the good path!",,"teeši ayaataawi",,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,9,2,abbreger,shorten,niata8i,,,,"abregeons le chemin v. prenons le bon ch.","Let's shorten the path [Lat., or] let's take the good path!",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,10,1,abbreger,shorten,pekigana8eta8i,,,,"abregeons le chemin v. prenons le bon ch.","Let's shorten the path [Lat., or] let's take the good path!",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,10,2,abbreger,shorten,"techi ïaro.",,,,"abregeons le chemin v. prenons le bon ch.","Let's shorten the path [Lat., or] let's take the good path!",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,11,1,abbreger,shorten,pekigana8e8i,,,,"beau chemin","nice path, beautiful road",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,12,1,abbreger,shorten,"nanig8ti inissinghi ni8intan",,,,"J abbrege mon discours, je fait un abbregé de tout ce que j ay dit seu je dit un peu de tout","I shorten my talk, I shorten everything I say [Lat., or] I say a little something about everything",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,13,1,abbreger,shorten,"techi ni8intan",,,,"J abbrege mon discours, je fait un abbregé de tout ce que j ay dit seu je dit un peu de tout","I shorten my talk, I shorten everything I say [Lat., or] I say a little something about everything",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,15,1,abbreger,shorten,nitansak8e,,,,"J abbrege seu je fait une recapitulation de tout ce que j ay dit en plusrs. discours.","I shorten [Lat. or] I recapitulate everything I said in several talks",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,15,2,abbreger,shorten,nikatekatchim8i,,,,"J abbrege seu je fait une recapitulation de tout ce que j ay dit en plusrs. discours.","I shorten [Lat. or] I recapitulate everything I said in several talks",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,18,1,abime,"abyss, chasm",8ari,,,,creûx,"cavity, hole, depression",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,19,1,abime,"abyss, chasm","8aringhi nipintikissa",,,,"J y tombe...","I fall into there (the hole)",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,19,2,abime,"abyss, chasm","[8aringhi pintikiss]a8a",,,,3.,"third person (he/she falls into the hole)",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,20,1,abime,"abyss, chasm",ninintessara,,,,"je l'y jette...","I throw him/her there (into the hole)",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,21,1,abime,"abyss, chasm",ninintessa,,,,"Je m y precipite","I rush into it (the hole)",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,22,1,abjet,"base, vile, contemptible, of no value, despised, thrown away",marei8sita,,,,abjet,"base, vile, contemptible, of no value, despised, thrown away",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,22,2,abjet,"base, vile, contemptible, of no value, despised, thrown away","pek8caraki nag8sita",,,,abjet,"base, vile, contemptible, of no value, despised, thrown away",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,23,1,abjet,"base, vile, contemptible, of no value, despised, thrown away","pecc8 carakinagat8i",,,,ign.," inanimate gender (base, vile, contemptible, of no value, despised, thrown away)",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,25,1,abolir,"abolish, get rid of, suppress",nimanet8n,,,,"j abolis je detruis quelq. ch.","I abolish, I destroy something",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,26,1,abolir,"abolish, get rid of, suppress",nimanẽha,,,,"j abolis son nom, je l'aneantis, mets en rien","I destroy his name, I wipe it out, render it to nothing",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
15,28,1,abolir,"abolish, get rid of, suppress","Kimaneiarintans8re kitehi",,,,"j anneantis ton coeur par ma parole","I annihilate your heart with what I say",,,,.mp3,,,.mp4,,,Pinet015.jpg,,,,,,,,,,
16,1,1,abolir,"abolish, get rid of, suppress",nimaneta8a,,,,"je detruis une chose qui est a Luy.","I destroy a thing which is his",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,2,1,abolir,"abolish, get rid of, suppress",nimanetass8i,,,,"qui e̅ a moy","(I destroy a thing) which is mine",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,3,1,[aborder],"reach land, put ashore","antassahe kapessit8ro",,,,"aborde en deça","Go to shore here!",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,4,1,[aborder],"reach land, put ashore",nikapechine,,,,"j aborde seu je debarq.","I reach land [Lat. or] get out of the boat",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,4,2,[aborder],"reach land, put ashore",n8a.,,,,3.,"third person (he/she reaches land or he/she gets out of the boat",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,5,1,[aborder],"reach land, put ashore",,,,,"je mets a terre, estant en canot","I put ashore, being in a canoe",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,6,1,[aborder],approach,nipiar8ta8a,,,,"je l'aborde ...X...","I approach him.. (trans. note: Largillier dictionary has ""I am going to see him"")",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,7,1,abondance,abundance,pepic8?pi8eta,,,,"qui l aporte","the one who brings (abundance)",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,8,1,abondance,abundance,"nipapic8pikeg8 tch. K. ",,,,"il me…","he (brings) me (abundance) (trans. note: ""tch. K."" is /ceeki kiikoo/)",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,8,2,abondance,abundance,"mechichit8i8ni tch. K. ",,,,"il me…","he (brings) me (abundance) (trans. note: ""tch. K."" is /ceeki kiikoo/)",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,9,1,abondance,abundance,nipitag8,,,,"il me…","he (brings) me (abundance)",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,9,2,abondance,abundance,nimechitag8,,,,"il me…","he (brings) me (abundance)",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,10,1,abry,shelter,arak8akam8ni,,,,abry,shelter,,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,11,1,abry,shelter,"arac8a cam8igane",,,,"maison faite pour y estre","house that is made for being it (trans. note: Jacques Largillier's handwriting)",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,12,1,abry,shelter,"arak8aki8nghi nitapimina",,,,"nous y sommes","we are there (in the shelter)",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,13,1,abry,shelter,arac8ac8c8rani,,,,"je le mets","I put it (a shelter) up",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,13,2,abry,shelter,nitarac8ac8can,,,,"je suis","I am (a shelter)",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,14,1,abry,shelter,"takaki8nghi nitapimina",,,,"nous sommes sous un abry au frais contre le chaud","we are under a shelter in the coolness against the heat",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,16,1,abry,shelter,nita8ipak8chima,,,,"je le mets chaudement a l abry du vent ou bien du froid","I put it (a shelter) up making it warm to shelter from the wind or even the cold",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,18,1,abry,shelter,"nita8ipak8chim8i ",,,,"je suis a l abry du vent","I am sheltered from the wind",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,18,2,abry,shelter,[a8ipak8chi]m8a,,,,3,"he is sheltered from the wind",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,19,1,,,nimec8ma,,,,"je l entrouve á dire",,,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,20,1,absent,absent,maneh8a,,,,"il est…","he is (absent)",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,20,2,absent,absent,m[ane]t8i,,,,ign.,"inanimate gender (absent)",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,21,1,absent,absent,"kimaneh8i ming.",,,,,,,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
16,22,1,absent,absent,ninaabantan,,,,"je vois des choses absentes, eloignées, je penetre avant ","I see things that are not there, far off, I enter in advance",,,,.mp3,,,.mp4,,,Pinet016.jpg,,,,,,,,,,
